"705";"8353 9611 3927 9499";"AMEX";"1080";"utazás";"5382368051";"53667";"HUF";"True";"1522566050.0"
"1347";"4660 5102 6166 3219";"MASTERCARD";"1040";"elektronikai";"5382368693";"232611";"HUF";"True";"1522566261.0"
"2084";"1021 0131 2397 8612";"DINERS";"1060";"szórakozás";"5382369430";"4548";"HUF";"True";"1522566262.0"
"706";"8353 9611 3927 9499";"AMEX";"1003";"élelmiszer";"5382368052";"22929";"HUF";"True";"1522566350.0"
"1348";"4660 5102 6166 3219";"MASTERCARD";"1032";"egészség";"5382368694";"20341";"HUF";"True";"1522566561.0"
"2085";"1021 0131 2397 8612";"DINERS";"1042";"elektronikai";"5382369431";"75302";"HUF";"True";"1522566562.0"
"707";"8353 9611 3927 9499";"AMEX";"1042";"elektronikai";"5382368053";"215386";"HUF";"True";"1522566650.0"
"239";"4679 3897 3624 0678";"MASTERCARD";"1012";"étterem";"5382367585";"8602";"HUF";"True";"1522566701.0"
"465";"1558 9240 4042 7798";"JCB";"1042";"elektronikai";"5382367811";"30831";"HUF";"True";"1522566737.0"
"1349";"4660 5102 6166 3219";"MASTERCARD";"1020";"ruházat";"5382368695";"21174";"HUF";"True";"1522566861.0"
"2086";"1021 0131 2397 8612";"DINERS";"1050";"üzemanyag";"5382369432";"6960";"HUF";"True";"1522566862.0"
"708";"8353 9611 3927 9499";"AMEX";"1060";"szórakozás";"5382368054";"5715";"HUF";"True";"1522566950.0"
"240";"4679 3897 3624 0678";"MASTERCARD";"1031";"egészség";"5382367586";"3316";"HUF";"True";"1522567001.0"
"466";"1558 9240 4042 7798";"JCB";"1022";"ruházat";"5382367812";"12337";"HUF";"True";"1522567037.0"
"1905";"7058 9457 0578 9499";"JCB";"1021";"ruházat";"5382369251";"9978";"HUF";"True";"1522567049.0"
"1467";"2324 3624 1094 8235";"JCB";"1040";"elektronikai";"5382368813";"201580";"HUF";"True";"1522567119.0"
"2037";"6963 3041 0017 1640";"DINERS";"1060";"szórakozás";"5382369383";"1621";"HUF";"True";"1522567138.0"
"1350";"4660 5102 6166 3219";"MASTERCARD";"1051";"üzemanyag";"5382368696";"15847";"HUF";"True";"1522567161.0"
"2087";"1021 0131 2397 8612";"DINERS";"1042";"elektronikai";"5382369433";"20498";"HUF";"True";"1522567162.0"
"566";"0221 3181 5482 9538";"JCB";"1010";"étterem";"5382367912";"8650";"HUF";"True";"1522567168.0"
"709";"8353 9611 3927 9499";"AMEX";"1082";"utazás";"5382368055";"167146";"HUF";"True";"1522567250.0"
"1034";"3863 9868 8516 3998";"AMEX";"1020";"ruházat";"5382368380";"20132";"HUF";"True";"1522567282.0"
"241";"4679 3897 3624 0678";"MASTERCARD";"1061";"szórakozás";"5382367587";"3034";"HUF";"True";"1522567301.0"
"467";"1558 9240 4042 7798";"JCB";"1003";"élelmiszer";"5382367813";"22341";"HUF";"True";"1522567337.0"
"1906";"7058 9457 0578 9499";"JCB";"1010";"étterem";"5382369252";"5237";"HUF";"True";"1522567349.0"
"1323";"1617 4728 7851 7499";"MAESTRO";"1052";"üzemanyag";"5382368669";"5185";"HUF";"True";"1522567375.0"
"2048";"4118 6585 9434 0982";"MAESTRO";"1032";"egészség";"5382369394";"14010";"HUF";"True";"1522567404.0"
"1552";"8782 7647 6687 2610";"AMEX";"1071";"könyv";"5382368898";"5591";"HUF";"True";"1522567406.0"
"1468";"2324 3624 1094 8235";"JCB";"1012";"étterem";"5382368814";"7678";"HUF";"True";"1522567419.0"
"1351";"4660 5102 6166 3219";"MASTERCARD";"1081";"utazás";"5382368697";"74741";"HUF";"True";"1522567461.0"
"567";"0221 3181 5482 9538";"JCB";"1032";"egészség";"5382367913";"6988";"HUF";"True";"1522567468.0"
"710";"8353 9611 3927 9499";"AMEX";"1050";"üzemanyag";"5382368056";"13599";"HUF";"True";"1522567550.0"
"1035";"3863 9868 8516 3998";"AMEX";"1002";"élelmiszer";"5382368381";"15414";"HUF";"True";"1522567582.0"
