"490";"8957 2666 8147 3722";"AMEX";"1051";"üzemanyag";"5382367836";"5647";"HUF";"True";"47.50853";"19.0997001";"";"1522566915.0"
"771";"5407 8462 8863 0249";"MASTERCARD";"1081";"utazás";"5382368117";"133702";"HUF";"True";"47.492694";"19.053128";"";"1522567038.0"
"756";"9669 6684 2008 7998";"MASTERCARD";"1081";"utazás";"5382368102";"152264";"HUF";"True";"47.492694";"19.053128";"";"1522567079.0"
"791";"6294 8846 6300 6459";"JCB";"1030";"egészség";"5382368137";"26991";"HUF";"True";"47.5065185";"19.1019453";"";"1522567238.0"
"196";"7288 8256 3637 2972";"AMEX";"1081";"utazás";"5382367542";"332797";"HUF";"True";"47.492694";"19.053128";"";"1522567467.0"
"273";"4483 6564 5108 1455";"JCB";"1002";"élelmiszer";"5382367619";"2897";"HUF";"True";"47.50098";"19.0593837";"";"1522567505.0"
"583";"2588 4686 1176 8806";"VISA";"1001";"élelmiszer";"5382367929";"6812";"HUF";"True";"47.4993318";"19.0237523";"";"1522567682.0"
"307";"0450 8836 2009 6434";"AMEX";"1011";"étterem";"5382367653";"7505";"HUF";"True";"47.4861163";"19.0647328";"";"1522567996.0"
"432";"3034 9155 4655 4742";"AMEX";"1022";"ruházat";"5382367778";"24550";"HUF";"True";"47.511583";"19.035859";"";"1522568100.0"
"529";"6183 7663 6696 4417";"JCB";"1041";"elektronikai";"5382367875";"27888";"HUF";"True";"47.4955751";"19.0689243";"";"1522568197.0"
"476";"1572 7481 8331 8117";"DINERS";"1002";"élelmiszer";"5382367822";"11852";"HUF";"True";"47.50098";"19.0593837";"";"1522568290.0"
"714";"4830 9043 7125 4808";"MASTERCARD";"1060";"szórakozás";"5382368060";"2764";"HUF";"True";"47.5031823";"19.0621811";"";"1522568369.0"
"72";"6655 8675 7582 4358";"AMEX";"1021";"ruházat";"5382367418";"22956";"HUF";"True";"47.5024646";"19.1347594";"";"1522568376.0"
"258";"5407 8462 8863 0249";"MASTERCARD";"1022";"ruházat";"5382367604";"13429";"HUF";"True";"47.511583";"19.035859";"";"1522568576.0"
"97";"8943 8627 5554 1685";"JCB";"1010";"étterem";"5382367443";"2232";"HUF";"True";"47.5050979";"19.0504007";"";"1522568589.0"
"391";"7767 4728 5342 7615";"DINERS";"1081";"utazás";"5382367737";"291604";"HUF";"True";"47.492694";"19.053128";"";"1522568614.0"
"650";"1570 5352 3610 0088";"MASTERCARD";"1061";"szórakozás";"5382367996";"3139";"HUF";"True";"47.4936625";"19.0526852";"";"1522568799.0"
"746";"1320 0684 0310 6121";"AMEX";"1002";"élelmiszer";"5382368092";"7809";"HUF";"True";"47.50098";"19.0593837";"";"1522568874.0"
"750";"2891 3324 1145 4139";"MASTERCARD";"1002";"élelmiszer";"5382368096";"4905";"HUF";"True";"47.50098";"19.0593837";"";"1522569083.0"
"775";"5407 8462 8863 0249";"MASTERCARD";"1032";"egészség";"5382368121";"17206";"HUF";"True";"47.510766";"19.0513418";"";"1522569155.0"
"515";"0738 2488 6100 6285";"JCB";"1042";"elektronikai";"5382367861";"158081";"HUF";"True";"47.517732";"19.141521";"";"1522569243.0"
"54";"3045 9129 1970 8921";"DINERS";"1031";"egészség";"5382367400";"24856";"HUF";"True";"47.4999491";"19.0571779";"";"1522569252.0"
"824";"3282 5603 8864 0421";"DINERS";"1062";"szórakozás";"5382368170";"2310";"HUF";"True";"47.4771073";"19.0602603";"";"1522569386.0"
"62";"5407 8462 8863 0249";"MASTERCARD";"1062";"szórakozás";"5382367408";"1931";"HUF";"True";"47.4771073";"19.0602603";"";"1522569553.0"
"533";"6183 7663 6696 4417";"JCB";"1020";"ruházat";"5382367879";"5634";"HUF";"True";"7.5132144";"19.0568654";"";"1522569562.0"
"223";"2797 7914 4892 3103";"VISA";"1022";"ruházat";"5382367569";"20049";"HUF";"True";"47.511583";"19.035859";"";"1522569636.0"
"683";"7709 6089 2011 2211";"MASTERCARD";"1062";"szórakozás";"5382368029";"6550";"HUF";"True";"47.4771073";"19.0602603";"";"1522570044.0"
"50";"6494 1503 8290 8081";"VISA";"1040";"elektronikai";"5382367396";"242825";"HUF";"True";"47.4983895";"19.0913913";"";"1522570198.0"
"727";"9499 9649 1104 4485";"MASTERCARD";"1070";"könyv";"5382368073";"5232";"HUF";"True";"47.5042391";"19.0599304";"";"1522570199.0"
"457";"6756 0608 8731 0436";"AMEX";"1070";"könyv";"5382367803";"3612";"HUF";"True";"47.5042391";"19.0599304";"";"1522570210.0"
"71";"6655 8675 7582 4358";"AMEX";"1041";"elektronikai";"5382367417";"53715";"HUF";"True";"47.4955751";"19.0689243";"";"1522570279.0"
"478";"1572 7481 8331 8117";"DINERS";"1040";"elektronikai";"5382367824";"249274";"HUF";"True";"47.4983895";"19.0913913";"";"1522570454.0"
"286";"0812 3861 7337 5890";"DINERS";"1081";"utazás";"5382367632";"337244";"HUF";"True";"47.492694";"19.053128";"";"1522570499.0"
"326";"0020 7656 8064 0498";"MASTERCARD";"1071";"könyv";"5382367672";"4790";"HUF";"True";"47.5085084";"19.0194369";"";"1522570536.0"
"315";"0450 8836 2009 6434";"AMEX";"1010";"étterem";"5382367661";"6101";"HUF";"True";"47.5050979";"19.0504007";"";"1522570574.0"
"479";"1572 7481 8331 8117";"DINERS";"1030";"egészség";"5382367825";"2219";"HUF";"True";"47.5065185";"19.1019453";"";"1522570852.0"
"694";"2066 4341 3165 0778";"MAESTRO";"1052";"üzemanyag";"5382368040";"14340";"HUF";"True";"47.558184";"19.07439";"";"1522570886.0"
"807";"4886 8976 4715 1929";"MASTERCARD";"1080";"utazás";"5382368153";"121373";"HUF";"True";"47.499512";"19.053063";"";"1522571050.0"
"810";"8951 2570 6425 2213";"DINERS";"1030";"egészség";"5382368156";"10524";"HUF";"True";"47.5065185";"19.1019453";"";"1522571061.0"
"356";"9339 8035 4628 9192";"DINERS";"1062";"szórakozás";"5382367702";"7474";"HUF";"True";"47.4771073";"19.0602603";"";"1522571106.0"
"825";"5973 4163 4381 6325";"JCB";"1082";"utazás";"5382368171";"288329";"HUF";"True";"47.49721";"19.0488859";"";"1522571157.0"
"424";"4294 0383 6600 3252";"DINERS";"1060";"szórakozás";"5382367770";"6220";"HUF";"True";"47.5031823";"19.0621811";"";"1522571227.0"
"551";"2066 4341 3165 0778";"MAESTRO";"1062";"szórakozás";"5382367897";"2977";"HUF";"True";"47.4771073";"19.0602603";"";"1522571304.0"
"137";"7899 9132 6289 7137";"JCB";"1040";"elektronikai";"5382367483";"84018";"HUF";"True";"47.4983895";"19.0913913";"";"1522571389.0"
"95";"4639 8005 6096 3618";"MAESTRO";"1001";"élelmiszer";"5382367441";"20940";"HUF";"True";"47.4993318";"19.0237523";"";"1522571440.0"
"783";"9417 0559 9646 4441";"MAESTRO";"1070";"könyv";"5382368129";"6149";"HUF";"True";"47.5042391";"19.0599304";"";"1522571514.0"
"736";"3035 7594 1071 5979";"MAESTRO";"1010";"étterem";"5382368082";"6503";"HUF";"True";"47.5050979";"19.0504007";"";"1522571598.0"
"451";"6756 0608 8731 0436";"AMEX";"1002";"élelmiszer";"5382367797";"11012";"HUF";"True";"47.50098";"19.0593837";"";"1522571918.0"
"525";"0964 0459 7659 3859";"MAESTRO";"1003";"élelmiszer";"5382367871";"21927";"HUF";"True";"47.4937711";"19.0564734";"";"1522571975.0"
"198";"7288 8256 3637 2972";"AMEX";"1052";"üzemanyag";"5382367544";"18246";"HUF";"True";"47.558184";"19.07439";"";"1522571989.0"
"178";"6545 8443 8785 7052";"VISA";"1003";"élelmiszer";"5382367524";"22672";"HUF";"True";"47.4937711";"19.0564734";"";"1522572011.0"
"679";"7289 6571 9768 1491";"MAESTRO";"1081";"utazás";"5382368025";"198533";"HUF";"True";"47.492694";"19.053128";"";"1522572048.0"
"217";"5112 9164 5413 1988";"MASTERCARD";"1041";"elektronikai";"5382367563";"65160";"HUF";"True";"47.4955751";"19.0689243";"";"1522572267.0"
"562";"9241 6272 2732 4032";"VISA";"1010";"étterem";"5382367908";"2514";"HUF";"True";"47.5050979";"19.0504007";"";"1522572268.0"
"613";"0905 5507 1354 2094";"JCB";"1061";"szórakozás";"5382367959";"1860";"HUF";"True";"47.4936625";"19.0526852";"";"1522572290.0"
"786";"9417 0559 9646 4441";"MAESTRO";"1080";"utazás";"5382368132";"328260";"HUF";"True";"47.499512";"19.053063";"";"1522572438.0"
"58";"5062 1468 7692 5650";"MAESTRO";"1070";"könyv";"5382367404";"6469";"HUF";"True";"47.5042391";"19.0599304";"";"1522572466.0"
"777";"3045 9129 1970 8921";"DINERS";"1080";"utazás";"5382368123";"187563";"HUF";"True";"47.499512";"19.053063";"";"1522572641.0"
"682";"2954 4964 3444 0290";"VISA";"1030";"egészség";"5382368028";"30025";"HUF";"True";"47.5065185";"19.1019453";"";"1522572649.0"
"325";"0020 7656 8064 0498";"MASTERCARD";"1051";"üzemanyag";"5382367671";"19724";"HUF";"True";"47.50853";"19.0997001";"";"1522572727.0"
"495";"9931 8798 5404 7362";"MASTERCARD";"1010";"étterem";"5382367841";"9343";"HUF";"True";"47.5050979";"19.0504007";"";"1522572752.0"
"455";"6756 0608 8731 0436";"AMEX";"1022";"ruházat";"5382367801";"21337";"HUF";"True";"47.511583";"19.035859";"";"1522572754.0"
"829";"9986 9763 6373 6673";"MASTERCARD";"1010";"étterem";"5382368175";"4711";"HUF";"True";"47.5050979";"19.0504007";"";"1522572914.0"
"651";"1570 5352 3610 0088";"MASTERCARD";"1031";"egészség";"5382367997";"9691";"HUF";"True";"47.4999491";"19.0571779";"";"1522572941.0"
"751";"2891 3324 1145 4139";"MASTERCARD";"1041";"elektronikai";"5382368097";"158986";"HUF";"True";"47.4955751";"19.0689243";"";"1522573016.0"
"219";"5112 9164 5413 1988";"MASTERCARD";"1010";"étterem";"5382367565";"3548";"HUF";"True";"47.5050979";"19.0504007";"";"1522573066.0"
"703";"8367 8730 8133 5114";"MASTERCARD";"1020";"ruházat";"5382368049";"20959";"HUF";"True";"7.5132144";"19.0568654";"";"1522573100.0"
"542";"3454 7718 6797 4528";"AMEX";"1003";"élelmiszer";"5382367888";"8785";"HUF";"True";"47.4937711";"19.0564734";"";"1522573136.0"
"742";"1969 8037 0086 6802";"VISA";"1021";"ruházat";"5382368088";"12521";"HUF";"True";"47.5024646";"19.1347594";"";"1522573270.0"
"308";"0450 8836 2009 6434";"AMEX";"1071";"könyv";"5382367654";"2520";"HUF";"True";"47.5085084";"19.0194369";"";"1522573442.0"
"152";"4498 9607 6804 5942";"AMEX";"1042";"elektronikai";"5382367498";"220278";"HUF";"True";"47.517732";"19.141521";"";"1522573558.0"
"145";"2860 2583 2303 0771";"AMEX";"1042";"elektronikai";"5382367491";"246030";"HUF";"True";"47.517732";"19.141521";"";"1522573760.0"
"543";"3454 7718 6797 4528";"AMEX";"1040";"elektronikai";"5382367889";"85194";"HUF";"True";"47.4983895";"19.0913913";"";"1522573801.0"
